Abbott, George Manlove|George Abbott
Mello, Fernando Collor de|Fernando Collor De Mello

Mellor, John Paget|John Mellor

Melson, Charles L.|Charles

Memmott, Larry L.|Larry

Mende, Erich|Erich Mende

Menderes, Adnan|Adnan Menderes

Menem, Carlos Saul|Carlos Menem

Meri, Lennart|Lennart Meri

Merriam, Gordon Phelps|Phelps Phelps

Merrill, George W.|Georges Weill

Merrillees, Robert Stuart|Stuart Robert

Merry, William Lawrence|William Lawrence

Merry, William Lawrence|William Lawrence

Merry, William Lawrence|William Lawrence

Merry, William Lawrence|William Lawrence

Messmer, Pierre A.|Pierre Messmer

Mestiri, Ahmed|Ahmed Tijani Ahmed

Meta, Ilir|Ilir Meta

Metaxas, John|John St. John

Metcalf, Lee E.|Lee Metcalf

Metcalf, Lee Warren|Lee Metcalf

Mewshaw, Franklin L.|Frank L. Shaw

Meyer, Charles Appleton|Charles

Meyer, Vincent|Vincent

Meyers, Harry F.|Hardy Myers

Meyers, Howard|Hardy Myers

Mezvinsky, Edward M.|Edward Mezvinsky

Michael, Louis G.|Louis

Michaelides, Alekos|Alekos Michaelides

Michaelson, Charles D.|Charles

Michiels van Verduynen, Jonkeer Edgar|Edgar Michiels Van Verduynen

Middleton, George H.|George Middleton

Middleton, George H.|George Middleton

Middleton, Henry|Henry Middleton

Middleton, Henry|Henry Middleton

Mikesell, Raymond F.|Raymond Raymond

Miki, Takeo|Takeo Miki

Mikoyan, Anastas Ivanovich|Anastas Mikoyan

Mili, Mohammed|Mohammad Ali

Mili, Mohammed|Mohammad Esmaeili

Millar, John Y.|John Millar

Miller, David Charles, Jr.|Charles

Miller, David Charles, Jr.|David Charles

Miller, David Charles, Jr.|David Miller

Miller, Edward Godfrey, Jr.|Edward Godfrey

Miller, Frank J.|Frank Miller

Miller, G. William|William Miller

Miller, G. William|William Miller

Miller, George P.|George Miller

Miller, John Rippin|John Miller

Miller, John Rippin|John Miller

Miller, John Rippin|John Miller

Miller, Raymond Clendenin|Raymond Raymond

Miller, Thomas Joel|Thomas Miller

Miller, William|Abe William Miller

Miller, William|William Henry Miller

Miller, William|William Miller

Miller, William|William Miller

Miller, William|William Read Miller

Miller, William|William Willoughby Miller

Miller, William Green|William Green

Miller, William Green|William Miller

Miller, William Green|William Miller

Miller, William K.|William Miller

Miller, William K.|William Miller

Mills, John Evans Atta|John Evans

Mills, John Evans Atta|John Evans

Mills, John Evans Atta|John Evans

Mills, John Evans Atta|John Evans

Mills, John Evans Atta|John Mills

Mills, John L.|John Mills

Miner, Robert Graham|Robert Graham

Miner, Robert Graham|Robert Graham

Miner, Robert Graham|Robert Graham

Minic, Milos|Miloš Minić

Minish, Joseph G.|Joseph Minish

Minter, Charles S.|Charles

Minter, John Russell|John Russell

Mitchell, Charles Edward|Charles

Mitchell, James F.|James Mitchell

Mitchell, James F.|James Mitchell

Mitchell, James Lowry, II|James Mitchell

Mitchell, James Lowry, II|James Mitchell

Mitchell, James P.|James Mitchell

Mitchell, James P.|James Mitchell

Mitsotakis, Konstantinos|Konstantinos Mitsotakis

Mkapa, Benjamin|Benjamin Mkapa

Mobutu, Sese Seko|Mobutu Sese Seko

Mobutu Sese Seko|Mobutu Sese Seko

Moertopo, Ali|Mohamed Ali Hasan Ali

Mohamed, Mahathir|Mohamed Abdi Mohamed

Mohamed Ali|Abdullahi Mohamed Ali

Mohamed Ali|Ali Mohamed Mohamud

Mohamed Ali|Ali Mohamed Shein

Mohamed Ali|Hasan Mohamed Ali

Mohamed Ali|M. E. H. Mohamed Ali

Mohamed Ali|Mohamed Abdi Mohamed

Mohamed Ali|Mohamed Ali Haga

Mohamed Ali|Mohamed Ali Hasan Ali

Mohamed Ali|Mohammed Kaliel

Mohamed Ali|Mohammed Khalid

Mohamed Ali|Mohammed Maina

Mohamed Ali|Mohammed Mzali

Mohamed Ali|Sahra Mohamed Ali Samatar

Mohammed, Ghulam|Ghulam Mohammed Baloch

Mohammed, Ghulam|Ghulam Mohammed Sadiq

Mohammed, Murtala|Murtala Mohammed

Mohammed, Murtala|Mustapa Mohamed

Mojsov, Lazar|Lazar Mojsov

Moley, Raymond Charles|Charles

Moley, Raymond Charles|Raymond Raymond

Mollet, Guy|Guy Mollet

Momjian, Set Charles|Charles

Monroe, James|James Monroe

Montgomery, Hugh|Hugh John Montgomery

Montgomery, Hugh|Hugh Montgomery

Montgomery, William Dale|William Montgomery

Montgomery, William Dale|William Montgomery

Montt, Pedro|Pedro Montt

Monzón, Elfego|Elfego Hernán Monzón Aguirre

Moor, Carol C.|Charles C. Moore

Moore, Alexander C.|Alexander Moore

Moore, Alexander Pollock|Alexander Moore

Moore, C. Robert|Robert Moore

Moore, Charles J.|Charles

Moore, Charles Robert|Charles

Moore, Charles Robert|Robert Moore

Moore, James E.|James Moore

Moore, James E.|James Moore

Moore, Jerry Alexander, Jr.|Alexander Moore

Moore, John Bassett|John Moore

Moore, John Denis Joseph|John Moore

Moore, John Norton|John Moore

Moore, Jonathan|John Moores

Moore, Joseph H.|John H. Moores

Moore, Robert W.|Robert Moore

Moore, Robert Walton|Robert Moore

Moore, Thomas Patrick|Thomas Moore

Moore, Thomas Patrick|Thomas Moore

Moot, Robert C.|Roberto Cota

Morehead, John Motley|John Motley Morehead

Morehead, John Motley|John Motley Morehead Ii

Morehead, John Motley|John Motley Morehead Iii

Moreno, Rafael|Rafael Moreno Valle Rosas

Moro, Aldo|Aldo Moro

Morris, Robert J.|Robert Morris

Morris, Willie|William Morrison

Morrison, Chester|Hector Morison

Morrison, deLesseps Story|Delesseps Story Morrison

Morrison, Herbert S.|Herbert Morrison

Morrow, John Howard|John Morrow

Morrow, John Howard|John Morrow

Morse, David|David Morse

Morse, John H.|John Morse

Morse, Wayne L.|Wayne Morse

Morton, Thruston Ballard|Thruston Ballard Morton

Moser, Leo John|John Moser

Moses, Alfred H.|Alfred Moses

Mosher, Charles Adams|Charles

Mott, Charles|Charles

Mott, Thaddeus Phelps|Phelps Phelps

Moulay Hassan|Hassan Abdallah Hassan

Mountbatten, Louis|Louis

Moyer, Raymond T.|Raymond Raymond

Mruk, Joseph|Joseph Mruk

Muehlenfeld, Hans|Hans

Mufti, Zahayr Mahmud al-|Mahmud Mahmud

Muhtasib, Mohammed|Mohamed Hashi

Mulcahy, Edward William|Edward Mulcahy

Mulford, David Campbell|David Campbell

Mulford, David Campbell|David Campbell

Mulford, David Campbell|David Campbell

Muller, Steven|Stephen Miller

Mulley, Fredrick W.|Frederick W. Mulkey

Mulroney, Martin Brian|Brian Mulroney

Mulroney, Martin Brian|Martin

Muñoz Marín, Luis|Luis Muñoz Marín

Munro, Leslie Knox|Leslie Munro

Muntasir, Mahmud|Mahmud Mahmud

Muntasir, Mahmud|Omar Mahmud Al Muntasir

Munter, Cameron Phelps|Phelps Phelps

Murphy, Charles S.|Charles

Murphy, Franklin|Franklin Murphy

Murphy, George|George Murphy

Murphy, George|George Murphy

Murphy, George H.|George Murphy

Murphy, George H.|George Murphy

Murphy, Henry Cruse|Henry Murphy

Murphy, J.A.|Jason Murphey

Murphy, John E.|John Murphy

Murphy, John E.|John Murphy

Murphy, John E.|John Murphy

Murphy, John E.|John Murphy

Murphy, John M.|John Murphy

Murphy, John M.|John Murphy

Murphy, John M.|John Murphy

Murphy, John M.|John Murphy

Murphy, Raymond E.|Raymond Raymond

Murphy, Robert Daniel|Robert Daniel

Murphy, Robert Daniel|Robert Murphy

Murray, Thomas C.|Thomas Murray

Murray, Thomas E.|Thomas Murray

Murray, Wallace Smith|Murray Smith

Murray, Wallace Smith|Murray Smith

Murray, Wallace Smith|Murray Smith

Murray, William Vans|William Murray

Murray, William Vans|William Murray

Murtha, John P., Jr.|John Murtha

Murtha, John P., Jr.|John Murtha

Myers, Lawrence|Clarence Emerson

Myers, Robert|Robert Edward William Myers

Myung-bak, Lee|John Lee Lee

Naas, Charles W.|Charles

Naguib, Muhammad|Muhammad Muhammad Taib

Naguib, Muhammad|Muhammad Naguib

Nagy, Ferenc Francis|Ferenc Nagy

Nagy, Imre|Imre Nagy

Nakamura, Kuniwo|Kuniwo Nakamura

Nakasone, Yasuhiro|Yasuhiro Nakasone

Napper, Larry C.|Larry

Natzinas, Alexandros|Alexander Atkins

Navon, Yitzhak|Yitzhak Navon

Neher, Leonardo|Leonard Shepherd

Nelson, Charles Joseph|Charles

Nelson, David Daniel|David Daniel

Nelson, David Daniel|David Nelson

Nelson, John|John M. Nelson

Nelson, John|John Nelson Hinkle

Nelson, John|John St. John

Nelson, Thomas Ames Rogers|Thomas Nelson Jr.

Nelson, Thomas Henry|Thomas Nelson Jr.

Nelson, William E.|William Nelson

Nemazee, Hassan|Hassan Abdallah Hassan

Nendaka, Victor|Victor Nendaka Bika

Nenni, Pietro|Pietro Nenni

Nesmith, James Willis|James Nesmith

Netherland, John|John St. John

Neto, Antonio Agostinho|Agostinho Neto

Neves, Tancredo|Tancredo Neves

Newhouse, John|John St. John

Ne Win|Ne Win

Nguyen Bao Tri|Bao Nguyen

Nguyen De|Francisco De La Guerra Y De La Vega

Nguyen De|Francisco De Paula Martínez De La Rosa Y Berdejo

Nguyen De|Francisco De Tello De Guzmán

Nguyen De|José De Azlor Y Virto De Vera

Nguyen De|Juan Álvarez De Eulate Y Ladrón De Cegama

Nguyen De|Louis Marie De Milet De Mureau

Nguyen De|Louis Raymond De Montaignac De Chauvance

Nguyen De|Marc René De Voyer De Paulmy D'argenson

Nguyen De|Venceslau De Sousa Pereira De Lima

Nguyen Khanh|Nguyễn Khánh

Nguyen Ngoc Tho|Nguyễn Ngọc Thơ

Nguyen Van Hinh|Nguyễn Văn Linh

Nguyen Van Minh|Nguyễn Văn Linh

Nicholson, James (Jim)|Jamie Nicholls

Nicol, Davidson|David Mcnicol

Nicol, Davidson|David Nicholl

Niemczyk, Julian Martin|Martin

Niemoller, Martin|Martin

Nigro, Louis John, Jr.|Louis

Nikolay|Frank Nikolay

Nikolay|Nikolay Burenin

Nikolay|Nikolay Khomyakov

Nikolay|Nikolay Skvortsov

Nikolay|Nikolay Tsukanov

Nimeiri, Jaafar|Gaafar Nimeiry

Nixon, Robert|Herbert Dixon

Noble, John|John St. John

Noebel, Hans H.|Hans

Noiret, Roger Jean Charles|Charles

Nolan, Charles P.|Charles

Nordli, Odvar|Odvar Nordli

North, Jerrold Martin|Martin

Norweb, Raymond Henry|Raymond Raymond

Nosenzo, Louis V. N.|Louis

Novotny, Antonin|Antonín Novotný

Noyes, Charles P.|Charles

Nuechterlein, D.E.|Francisco De La Guerra Y De La Vega

Nuechterlein, D.E.|Francisco De Paula Martínez De La Rosa Y Berdejo

Nuechterlein, D.E.|Francisco De Tello De Guzmán

Nuechterlein, D.E.|José De Azlor Y Virto De Vera

Nuechterlein, D.E.|Juan Álvarez De Eulate Y Ladrón De Cegama

Nuechterlein, D.E.|Louis Marie De Milet De Mureau

Nuechterlein, D.E.|Louis Raymond De Montaignac De Chauvance

Nuechterlein, D.E.|Marc René De Voyer De Paulmy D'argenson

Nuechterlein, D.E.|Venceslau De Sousa Pereira De Lima

Nugroho|Nugroho Wisnumurti

Oakley, Raymond K.|Raymond Raymond

Obama, Barack|Barack Obama

Obote, Apollo Milton|Milton Obote

Obsitnik, Vincent|Vincent

Ochab, Edward|Edward Ochab

Offroy, Raymond|Raymond Raymond

Ōhira, Masayoshi|Masayoshi Ōhira

Okpara, Michael I.|Michael Okpara

Olav|Einar Olav Skogholt

Olav|Jon Olav Alstad

Olav|Martin Olav Sabo

Olav|Olav Askvik

Olav|Olav Benum

Olav|Olav Bjørkum

Olav|Olav Gjærevoll

Olav|Olav Kjetilson Nylund

Olav|Olav Marås

Olav|Olav Meisdalshagen

Olav|Olav Steinar Namtvedt

Olav|Svein Olav Agnalt

Olaya Herrera, Enrique Alfredo|Enrique Olaya Herrera

Olds, Herbert Vincent|Vincent

Oliver, John G.|John Oliver

Ollenhauer, Erich|Erich Ollenhauer

Olson, Clinton Louis|Louis

Olson, Jack B.|Jack Olson

Olson, Richard Gustave, Jr.|Richard Olson

Olympio, Sylvanus|Sylvanus Olympio

Onganía, Juan Carlos|Juan Carlos Onganía

Ordway, John|John St. John

Orig, Alfredo|Alfred Dohring

Orlich Bolmarcich, Francisco José|Francisco Orlich Bolmarcich

Orr, James Lawrence|James Orr

Ortiz, Francis Vincent, Jr.|Vincent

Osborn, Thomas Andrew|Andrew Thomas

Osborne, John Eugene|John Eugene Osborne

Osman, Ahmed|Ahmed Elmi Osman

Osman, Ahmed|Ahmed Osman

Osman, Ahmed|Ahmed Osman Ibrahim

Osman, Ahmed|Ahmed Tijani Ahmed

Ospina, Pedro Nel|Pedro Nel Ospina Vázquez

Ottinger, Richard L.|Richard Ottinger

Otto|H. Otto Wittpenn

Otto|Jan Otto Fredagsvik

Otto|Jens Otto Krag

Otto|Otto A. Vogel

Otto|Otto Arosemena

Otto|Otto Bahr Halvorsen

Otto|Otto Baird Price

Otto|Otto Buchanan Elliott

Otto|Otto Cornelis Adriaan Van Lidth De Jeude

Otto|Otto Dowling

Otto|Otto Graf Lambsdorff

Otto|Otto Grotewohl

Otto|Otto Hörsing

Otto|Otto Jaffe

Otto|Otto Jelinek

Otto|Otto Junkermann

Otto|Otto Kerner Jr.

Otto|Otto Lang

Otto|Otto Laverrenz

Otto|Otto Liebe

Otto|Otto of_Stolberg Wernigerode

Otto|Otto Passman

Otto|Otto Ritter Von Dandl

Otto|Otto Schmirgal

Otto|Otto Van Rees

Otto|Otto Vincent Lange

Otto|Otto Wels

Otto|Otto Winzer

Otto|Steve Otto

Oueini, Hussein|Hussein Mohamud Sheikh Hussein

Ourisman, Mary Martin|Martin

Ovando Candía, Alfredo|Alfredo Ovando Candía

Owen, David|David Owen

Owen, George H.|Georges Héon

Owen, Henry David|David Owen

Owsley, Charles H.|Charles

Özal, Turgut|Turgut Özal

O‘Brien, Lawrence F.|Lawrence O'brien

O‘Connor, Patrick T.|Patrick O'connor

O‘Leary, John F.|John O'leary

O’Brien, Edward Charles|Charles

O’Brien, Thomas James|James O'brien

O’Brien, Thomas James|James Thomas

O’Hurley, J. Raymond|Raymond Raymond

O’Keefe, John Martin|John Martin

O’Keefe, John Martin|John Martin

O’Keefe, John Martin|John Martin

O’Keefe, John Martin|John O'keefe

O’Keefe, John Martin|Martin

O’Leary, John|John O'leary

O’Leary, John|John St. John

O’Neal, Emmet|Emmet O'neal

O’Neill, Thomas Phillip (“Tip”), Jr.|Thomas O'neill

O’Rear, John Davis|John Davis

O’Rear, John Davis|John Davis

O’Sullivan, John Louis|Louis

Pacheco, Romualdo|Romualdo Pacheco

Pacheco Areco, Jorge|Jorge Pacheco Areco

Packman, Martin|Martin

Page, Thomas Nelson|Thomas Nelson Jr.

Palmer, Larry Leon|Larry

Panaghoulis, Alexander|Alexandros Panagoulis

Papadopoulos, Tassos|Tassos Papadopoulos

Papaioannou, Ezekias|Ezekias Papaioannou

Papandreou, Andreas|Andreas Papandreou

Papandreou, Georgios|Georgios Papandreou

Papen, Franz von|Franz Von Papen

Paraskevopoulos, John|John St. John

Parisot, Georges Louis|Louis

Park Chung Hee|Park Chung Hee

Parker, David N.|David Parker

Parker, David N.|David Parker

Parker, David N.|David Parker

Parker, George H.|George Parker

Parkman, Henry|Henry Parkman Sturgis

Parodi, Alexandre|Alexander Park

Parri, Ferruccio|Ferruccio Parri

Parsons, James Graham (“Jeff”)|James Graham

Parsons, James Graham (“Jeff”)|James Graham

Parsons, Richard|Richard C. Parsons

Partridge, Frank Charles|Charles

Pascual, Carlos|Charles A. Pascal Jr.

Passman, Otto Ernest|Otto Passman

Pastrana Borrero, Misael|Misael Pastrana Borrero

Patterson, Charles N., Jr.|Charles

Patterson, Paul|Paul L. Patterson

Patterson, Richard Cunningham, Jr.|Richard Cunningham

Patterson, Robert E.|Robert Patterson

Patterson, Robert P.|Robert Patterson

Paul, William J., Jr.|William Paul

Pawley, William Douglas|William Douglas

Payson, Charles|Charles

Peacock, Andrew|Andrew Peacock

Peak, John Lee|John Lee

Peak, John Lee|John Lee

Peak, John Lee|John Lee

Peak, John Lee|John Lee Lee

Peak, John Lee|John Lee

Peake, Charles Brinsley Pemberton|Charles

Pearce, William R.|William Pearce

Pearkes, George R.|George Pearkes

Pearson, Drew|Andrew Parsons

Pearson, Drew|Andrew Parsons

Pearson, Norman|Norm Peterson

Pearson, W. Robert|Robert Pearson

Peet, Raymond E.|Raymond Raymond

Peirse, Richard Edmund Charles|Charles

Pell, Claiborne deB.|Claiborne Pell

Pell, Herbert Claiborne|Claiborne Pell

Pell, Herbert Claiborne|Herbert Pell

Pella, Giuseppe|Giuseppe Pella

Peñaranda Castillo, Enrique|Enrique Peñaranda

Peralta Azurdia, Enrique|Enrique Peralta Azurdia

Percy, Charles Harting|Charles

Pereira, Aristides Maria|Aristides Pereira

Peres, Shimon|Shimon Peres

Perkins, Raymond|Raymond Raymond

Perón, Juan Domingo|Juan Perón

Perot, H. Ross|Ross Perot

Perry, William J.|William Perry

Persson, Goran|Oran Mcpherson

Pessoa, Epitácio|Epitácio Pessoa

Peter II|John Peter Richardson Ii

Peterson, Lawrence L.|Clarence Emerson

Peterson, Lawrence L.|Clarence Pettersen

Peterson, Lawrence L.|Lawrence Peterson

Pezmazoglu, John|John St. John

Pfeiffer, John|John St. John

Phelps, Edward John|Edward John

Phelps, Edward John|Phelps Phelps

Phelps, Phelps|Phelps Phelps

Phelps, Seth Ledyard|Phelps Phelps

Phelps, William Walter|Phelps Phelps

Phelps, William Walter|William Walter Phelps

Philip, André|André Philip

Philip, Hoffman|Josias Philip Hoffman

Phillips, John R.|John Phillips

Phinny, Robert H.|Beth Phinney

Phoui Sananikone|Phoui Sananikone

Phoumi Vongvichit|Phoumi Vongvichit

Piccoli, Flaminio|Flaminio Piccoli

Pick, Charles F., Jr.|Charles

Pieck, Wilhelm|Wilhelm Pieck

Pierce, Franklin|Franklin Pierce Stoy

Pike, James Shepard|James Pike

Pile, William Anderson|William Anderson

Pile, William Anderson|William Anderson

Pile, William Anderson|William Anderson

Pile, William Anderson|William Anderson

Pile, William Anderson|William Anderson

Pilliod, Charles J., Jr.|Charles

Pinay, Antoine|Antoine Pinay

Pinckney, Charles|Charles Pinckney

Pinckney, Charles|Charles

Pinckney, Charles Cotesworth|Charles Pinckney

Pinckney, Charles Cotesworth|Charles

Pinckney, Thomas|Thomas Pinckney

Pinkney, William|William Pinkney Whyte

Pinto, Christopher|Christophe Priou

Piper, Larry G.|Larry

Pisani, Edgard|Edgard Pisani

Pitkin, John Robert Graham|John Graham

Pitkin, John Robert Graham|John Graham

Pitkin, John Robert Graham|Robert Graham

Pitkin, John Robert Graham|Robert Graham

Pitkin, John Robert Graham|Robert Graham

Pittman, Charles J.|Charles

Pivall, Vincent C.|Vincent

Pizano, Ernesto Samper|Ernesto Samper

Place, John|John St. John

Pletcher, Charles Hutchinson|Charles

Pleven, René|René Pleven

Plimsoll, James|James Plimsoll

Poher, Alain|Alan Pope

Poincaré, Raymond|Raymond Raymond

Polk, William Hawkins|William Hawkins

Pollack, Louis H.|Louis

Pollner, Martin|Martin

Portal, Charles O.|Charles

Porter, Charles O.|Charles Porter

Porter, Charles O.|Charles Porter

Porter, Charles O.|Charles

Porter, David|David R. Porter

Porter, James Davis|James Porter

Porter, James Davis|James Porter

Porter, James Davis|James Porter

Porter, Robert W., Jr.|Robert Porter

Porter, William James|James Porter

Porter, William James|James Porter

Porter, William James|James Porter

Portillo, Alfonso|Alfonso Portillo

Post, Albert|Alberto Costa

Pote Sarasin|Pote Sarasin

Potocki|Aleksander Stanisław Potocki

Potter, Charles J.|Charles

Potter, John Milton|John Milton

Potter, William|William Knight Potter

Powell, Adam Clayton|Adam Clayton Powell Iv

Powell, Adam Clayton|Adam Clayton Powell Jr.

Powell, Adam Clayton|Powell Clayton

Powell, Herbert Butler|Herbert Butler

Powell, William Frank|William Frank

Powell, William Frank|William Powell

Powell, William Frank|William Powell

Prasad, Rajendra|Jitendra Prasada

Prasad, Rajendra|K. P. Rajendra Prasad

Preble, William Pitt|William Pitt

Premadasa, Ranasinghe|Ranasinghe Premadasa

Preston, William|William C. Preston

Preston, William|William Campbell Preston Breckinridge

Preston, William|William Preston Lane Jr.

Price, Charles H., II|Charles

Price, Charles Melvin|Charles

Price, John|John Price

Price, John|John Price

Price, John|John St. John

Price, John|Robert John Price

Price, Raymond K., Jr.|Raymond Raymond

Price, Thoams L.|Thomas Rice

Price, William E.|William Price

Price, William Jennings|William Price

Primrose, Archibald Philip|Archibald Primrose

Pringle, Robert Maxwell|Robert Maxwell

Pritzlaff, John Charles, Jr.|Charles

Proxmire, William|William Proxmire

Purcell, James Nelson, Jr.|James Purcell

Pustay, John|John St. John

Pye, Lucian|Lucien Paye

Pyle, Howard|John Howard Pyle

Queuille, Henri|Henri Queuille

Quincy, Josiah|Josiah Quincy

Quincy, Josiah|Josiah Quincy Iii

Quinn, Kenneth Michael|Michael Quinn

Rabin, Yitzhak|Yitzhak Rabin

Radkiewicz, Stanislaw|Stanisław Mackiewicz

Radoslavoff, Vassil|Vasil Radoslavov

Rahim, Jalaluddin Abdur|Abdur Rahim

Rahman, Mujibur|Mujibur Rahman

Rahman, Tunku Abdul|Abdul Halim Abdul Rahman

Raine, Philip|Phil Crane

Rallis, Georgios|Georgios Rallis

Ramadier, Paul|Paul Ramadier

Ramer, John Edward|Edward John

Ramirez, Jorge Quiroga|Jorge Quiroga

Ramos, Fidel|Fidel Ramos

Ramsey, James A.|James Ramsey
